store name, name, strain, grower, type, price, weight, thc%, total mg, cost/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/777473/matter-wedding-crasher?recommended=false&fromMenu=true"">Wedding Crasher</a><br><a href=""https://www.leafly.com/search?q=Wedding Crasher"">Leafly</a>",<class 'filter'>,matter.,Flower,$30.00,3.5g,20.84%,729.40mg,0.041/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/803470/cresco-petrol-pine?recommended=false&fromMenu=true"">Petrol Pine</a><br><a href=""https://www.leafly.com/search?q=Petrol Pine"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,23.20%,812.00mg,0.068/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/803470/cresco-petrol-pine?recommended=false&fromMenu=true"">Petrol Pine</a><br><a href=""https://www.leafly.com/search?q=Petrol Pine"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,24.05%,841.75mg,0.065/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/854345/good-green-animal-mints-10?recommended=false&fromMenu=true"">Animal Mints #10</a><br><a href=""https://www.leafly.com/search?q=Animal Mints #10"">Leafly</a>",<class 'filter'>,Good Green,Smalls,$85.00,7.0g,21.21%,1484.70mg,0.057/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/39549/cresco-lime-sorbet?recommended=false&fromMenu=true"">Lime Sorbet</a><br><a href=""https://www.leafly.com/search?q=Lime Sorbet"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,25.71%,899.85mg,0.061/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/842916/matter-icc-wedding-cake-x-gelato-33?recommended=false&fromMenu=true"">ICC (Wedding Cake X Gelato #33)</a><br><a href=""https://www.leafly.com/search?q=ICC (Wedding Cake X Gelato #33)"">Leafly</a>",<class 'filter'>,matter.,Smalls,$60.00,7.0g,18.42%,1289.40mg,0.047/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/871540/avenue-banana-punch?recommended=false&fromMenu=true"">Banana Punch</a><br><a href=""https://www.leafly.com/search?q=Banana Punch"">Leafly</a>",<class 'filter'>,Avenue,Flower,$55.00,3.5g,28.04%,981.40mg,0.056/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/896563/insaicb?recommended=false&fromMenu=true"">ICB</a><br><a href=""https://www.leafly.com/search?q=ICB"">Leafly</a>",<class 'filter'>,INSA,Flower,$44.00,3.5g,20.40%,714.00mg,0.062/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/1150492/standard-farms-pistachio?recommended=false&fromMenu=true"">Pistachio </a><br><a href=""https://www.leafly.com/search?q=Pistachio "">Leafly</a>",<class 'filter'>,Standard Farms,Flower,$17.00,1.0g,24.18%,241.80mg,0.070/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/1058277/g-leaf-bubble-bath?recommended=false&fromMenu=true"">Bubble Bath</a><br><a href=""https://www.leafly.com/search?q=Bubble Bath"">Leafly</a>",<class 'filter'>,gLeaf,Smalls,$15.00,1.0g,19.00%,190.00mg,0.079/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/994356/float-blueberry-muffin?recommended=false&fromMenu=true"">Blueberry Muffin</a><br><a href=""https://www.leafly.com/search?q=Blueberry Muffin"">Leafly</a>",<class 'filter'>,Float,Flower,$50.00,3.5g,17.86%,625.10mg,0.080/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/602996/grassroots-cookies-n-chem?recommended=false&fromMenu=true"">Cookies n Chem</a><br><a href=""https://www.leafly.com/search?q=Cookies n Chem"">Leafly</a>",<class 'filter'>,Grassroots,Flower,$17.50,1.0g,24.90%,249.00mg,0.070/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/382892/insaogkb-2-0?recommended=false&fromMenu=true"">OGKB 2.0</a><br><a href=""https://www.leafly.com/search?q=OGKB 2.0"">Leafly</a>",<class 'filter'>,INSA,Flower,$44.00,3.5g,22.10%,773.50mg,0.057/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/832739/good-green-la-kush-cake-2?recommended=false&fromMenu=true"">LA Kush Cake #2</a><br><a href=""https://www.leafly.com/search?q=LA Kush Cake #2"">Leafly</a>",<class 'filter'>,Good Green,Smalls,$85.00,7.0g,25.54%,1787.80mg,0.048/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/789785/cresco-hazen-haze?recommended=false&fromMenu=true"">Hazen Haze</a><br><a href=""https://www.leafly.com/search?q=Hazen Haze"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,20.73%,725.55mg,0.076/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/871540/avenue-banana-punch?recommended=false&fromMenu=true"">Banana Punch</a><br><a href=""https://www.leafly.com/search?q=Banana Punch"">Leafly</a>",<class 'filter'>,Avenue,Flower,$55.00,3.5g,25.64%,897.40mg,0.061/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/66939/prime-wellness-purple-haze-44?recommended=false&fromMenu=true"">Purple Haze #44</a><br><a href=""https://www.leafly.com/search?q=Purple Haze #44"">Leafly</a>",<class 'filter'>,Prime Wellness,Flower,$45.00,3.5g,16.26%,569.10mg,0.079/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/915370/matter-glc-gelato-33-x-wedding-cake?recommended=false&fromMenu=true"">GLC (Gelato #33 x Wedding Cake)</a><br><a href=""https://www.leafly.com/search?q=GLC (Gelato #33 x Wedding Cake)"">Leafly</a>",<class 'filter'>,matter.,Flower,$30.00,3.5g,20.53%,718.55mg,0.042/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/1025406/terrapin-sour-tangie?recommended=false&fromMenu=true"">Sour Tangie</a><br><a href=""https://www.leafly.com/search?q=Sour Tangie"">Leafly</a>",<class 'filter'>,Terrapin,House Shelf,$32.00,3.5g,20.97%,733.95mg,0.044/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/972594/maitri-genetics-snt-2?recommended=false&fromMenu=true"">SNT #2</a><br><a href=""https://www.leafly.com/search?q=SNT #2"">Leafly</a>",<class 'filter'>,Maitri Genetics,Smalls,$90.00,7.0g,21.06%,1474.20mg,0.061/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/75989/cresco-rocket-fuel?recommended=false&fromMenu=true"">Rocket Fuel</a><br><a href=""https://www.leafly.com/search?q=Rocket Fuel"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,24.90%,871.50mg,0.063/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/1134201/verano-blue-haze?recommended=false&fromMenu=true"">Blue Haze</a><br><a href=""https://www.leafly.com/search?q=Blue Haze"">Leafly</a>",<class 'filter'>,Verano,Essence Flower,$37.50,3.5g,25.22%,882.70mg,0.042/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/908933/matter-icc-wedding-cake-x-gelato-33?recommended=false&fromMenu=true"">ICC (Wedding Cake x Gelato #33)</a><br><a href=""https://www.leafly.com/search?q=ICC (Wedding Cake x Gelato #33)"">Leafly</a>",<class 'filter'>,matter.,Flower,$30.00,3.5g,21.36%,747.60mg,0.040/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/937649/matter-glc?recommended=false&fromMenu=true"">GLC</a><br><a href=""https://www.leafly.com/search?q=GLC"">Leafly</a>",<class 'filter'>,matter.,Smalls,$60.00,7.0g,19.67%,1376.90mg,0.044/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/602996/grassroots-cookies-n-chem?recommended=false&fromMenu=true"">Cookies n Chem</a><br><a href=""https://www.leafly.com/search?q=Cookies n Chem"">Leafly</a>",<class 'filter'>,Grassroots,Flower,$17.50,1.0g,24.90%,249.00mg,0.070/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/1009652/grassroots-silly-suzan?recommended=false&fromMenu=true"">Silly Suzan</a><br><a href=""https://www.leafly.com/search?q=Silly Suzan"">Leafly</a>",<class 'filter'>,Grassroots,Flower,$17.00,1.0g,23.10%,231.00mg,0.074/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/374812/prime-wellness-cthulhu-43-sour-garlic-pheno?recommended=false&fromMenu=true"">Cthulhu #43 (Sour Garlic Pheno)</a><br><a href=""https://www.leafly.com/search?q=Cthulhu #43 (Sour Garlic Pheno)"">Leafly</a>",<class 'filter'>,Prime Wellness,Flower,$45.00,3.5g,26.05%,911.75mg,0.049/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/842916/matter-ice-cream-cake?recommended=false&fromMenu=true"">Ice Cream Cake</a><br><a href=""https://www.leafly.com/search?q=Ice Cream Cake"">Leafly</a>",<class 'filter'>,matter.,Smalls,$60.00,7.0g,17.36%,1215.20mg,0.049/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/1152946/verano-motorbreath?recommended=false&fromMenu=true"">Motorbreath </a><br><a href=""https://www.leafly.com/search?q=Motorbreath "">Leafly</a>",<class 'filter'>,Verano,Essence Flower,$37.50,3.5g,29.27%,1024.45mg,0.037/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/689335/matter-wookies?recommended=false&fromMenu=true"">Wookies</a><br><a href=""https://www.leafly.com/search?q=Wookies"">Leafly</a>",<class 'filter'>,matter.,Flower,$30.00,3.5g,20.60%,721.00mg,0.042/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/210141/farmaceutical-rx-red-headed-stranger?recommended=false&fromMenu=true"">Red Headed Stranger</a><br><a href=""https://www.leafly.com/search?q=Red Headed Stranger"">Leafly</a>",<class 'filter'>,FarmaceuticalRx,Flower,$55.00,3.5g,21.21%,742.35mg,0.074/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/339045/prime-wellness-papa-legba-8-lemon-voodoo-pheno?recommended=false&fromMenu=true"">Papa Legba #8 (Lemon Voodoo Pheno)</a><br><a href=""https://www.leafly.com/search?q=Papa Legba #8 (Lemon Voodoo Pheno)"">Leafly</a>",<class 'filter'>,Prime Wellness,Growers Select,$48.75,3.5g,27.70%,969.50mg,0.050/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/1033565/float-apple-sundae?recommended=false&fromMenu=true"">Apple Sundae</a><br><a href=""https://www.leafly.com/search?q=Apple Sundae"">Leafly</a>",<class 'filter'>,Float,Flower,$50.00,3.5g,23.50%,822.50mg,0.061/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/1034665/supply-blueberry-space-cake?recommended=false&fromMenu=true"">Blueberry Space Cake</a><br><a href=""https://www.leafly.com/search?q=Blueberry Space Cake"">Leafly</a>",<class 'filter'>,Supply,Small Flower,$90.00,7.0g,18.32%,1282.40mg,0.070/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/551384/supply-outer-space?recommended=false&fromMenu=true"">Outer Space</a><br><a href=""https://www.leafly.com/search?q=Outer Space"">Leafly</a>",<class 'filter'>,Supply,Ground Flower,$45.00,7.0g,13.53%,947.10mg,0.048/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/75989/cresco-rocket-fuel?recommended=false&fromMenu=true"">Rocket Fuel</a><br><a href=""https://www.leafly.com/search?q=Rocket Fuel"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,22.87%,800.45mg,0.069/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/937649/matter-glc-gelato-33-x-wedding-crashers?recommended=false&fromMenu=true"">GLC (Gelato 33 x Wedding Crashers)</a><br><a href=""https://www.leafly.com/search?q=GLC (Gelato 33 x Wedding Crashers)"">Leafly</a>",<class 'filter'>,matter.,Smalls,$60.00,7.0g,19.67%,1376.90mg,0.044/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/503742/cresco-kosher-tangie?recommended=false&fromMenu=true"">Kosher Tangie</a><br><a href=""https://www.leafly.com/search?q=Kosher Tangie"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,23.90%,836.50mg,0.066/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/130542/verano-wedding-cake?recommended=false&fromMenu=true"">Wedding Cake</a><br><a href=""https://www.leafly.com/search?q=Wedding Cake"">Leafly</a>",<class 'filter'>,Verano,Essence Flower,$41.25,3.5g,27.26%,954.10mg,0.043/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/201981/the-woods-reserve-snowball?recommended=false&fromMenu=true"">Snowball</a><br><a href=""https://www.leafly.com/search?q=Snowball"">Leafly</a>",<class 'filter'>,The Woods Reserve,Flower,$49.00,3.5g,26.50%,927.50mg,0.053/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/374812/prime-wellness-cthulhu-43?recommended=false&fromMenu=true"">Cthulhu #43</a><br><a href=""https://www.leafly.com/search?q=Cthulhu #43"">Leafly</a>",<class 'filter'>,Prime Wellness,Flower,$45.00,3.5g,26.05%,911.75mg,0.049/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/1074759/terrapin-tangie?recommended=false&fromMenu=true"">Tangie</a><br><a href=""https://www.leafly.com/search?q=Tangie"">Leafly</a>",<class 'filter'>,Terrapin,House Shelf,$38.00,3.5g,14.98%,524.30mg,0.072/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/1027272/g-leaf-bazooka-joe?recommended=false&fromMenu=true"">Bazooka Joe</a><br><a href=""https://www.leafly.com/search?q=Bazooka Joe"">Leafly</a>",<class 'filter'>,gLeaf,Smalls,$80.00,7.0g,25.73%,1801.10mg,0.044/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/1023158/prime-wellness-orange-slice-nebula-31?recommended=false&fromMenu=true"">Orange Slice Nebula #31</a><br><a href=""https://www.leafly.com/search?q=Orange Slice Nebula #31"">Leafly</a>",<class 'filter'>,Prime Wellness,Flower,$45.00,3.5g,19.56%,684.60mg,0.066/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/727898/seven-hills-rude-boi-og?recommended=false&fromMenu=true"">Rude Boi OG</a><br><a href=""https://www.leafly.com/search?q=Rude Boi OG"">Leafly</a>",<class 'filter'>,Seven Hills,Flower,$36.00,3.5g,19.43%,680.05mg,0.053/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/1074801/organic-remedies-yellow-sunshine?recommended=false&fromMenu=true"">Yellow Sunshine</a><br><a href=""https://www.leafly.com/search?q=Yellow Sunshine"">Leafly</a>",<class 'filter'>,Organic Remedies,Flower,$45.00,3.5g,25.85%,904.75mg,0.050/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/741225/cresco-mint-face-off?recommended=false&fromMenu=true"">Mint Face Off</a><br><a href=""https://www.leafly.com/search?q=Mint Face Off"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,24.96%,873.60mg,0.063/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/163840/strane-dog-patch?recommended=false&fromMenu=true"">Dog Patch</a><br><a href=""https://www.leafly.com/search?q=Dog Patch"">Leafly</a>",<class 'filter'>,Strane,Flower,$50.00,3.5g,29.09%,1018.15mg,0.049/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/937641/matter-wdc-gsc-x-cherry-pie?recommended=false&fromMenu=true"">WDC (GSC X Cherry Pie)</a><br><a href=""https://www.leafly.com/search?q=WDC (GSC X Cherry Pie)"">Leafly</a>",<class 'filter'>,matter.,Smalls,$60.00,7.0g,21.90%,1533.00mg,0.039/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/264531/farmaceutical-rx-juicy-fruit?recommended=false&fromMenu=true"">Juicy Fruit</a><br><a href=""https://www.leafly.com/search?q=Juicy Fruit"">Leafly</a>",<class 'filter'>,FarmaceuticalRx,Flower,$45.00,3.5g,13.96%,488.60mg,0.092/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/476860/organic-remedies-peach-crescendo?recommended=false&fromMenu=true"">Peach Crescendo</a><br><a href=""https://www.leafly.com/search?q=Peach Crescendo"">Leafly</a>",<class 'filter'>,Organic Remedies,Flower,$80.00,7.0g,29.61%,2072.70mg,0.039/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/1068625/float-blueberry-muffin?recommended=false&fromMenu=true"">Blueberry Muffin</a><br><a href=""https://www.leafly.com/search?q=Blueberry Muffin"">Leafly</a>",<class 'filter'>,Float,Smalls,$45.00,3.5g,17.00%,595.00mg,0.076/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/1059288/g-leaf-garlic-storm?recommended=false&fromMenu=true"">Garlic Storm</a><br><a href=""https://www.leafly.com/search?q=Garlic Storm"">Leafly</a>",<class 'filter'>,gLeaf,Smalls,$15.00,1.0g,23.72%,237.20mg,0.063/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/900269/modern-flower-bubblegum?recommended=false&fromMenu=true"">Bubblegum</a><br><a href=""https://www.leafly.com/search?q=Bubblegum"">Leafly</a>",<class 'filter'>,Modern Flower,Flower,$50.00,3.5g,22.00%,770.00mg,0.065/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/777473/matter-wedding-crasher-wedding-cake-x-purple-punch?recommended=false&fromMenu=true"">Wedding Crasher (Wedding Cake x Purple Punch)</a><br><a href=""https://www.leafly.com/search?q=Wedding Crasher (Wedding Cake x Purple Punch)"">Leafly</a>",<class 'filter'>,matter.,Flower,$30.00,3.5g,21.27%,744.45mg,0.040/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/729148/seven-hills-purple-chem?recommended=false&fromMenu=true"">Purple Chem</a><br><a href=""https://www.leafly.com/search?q=Purple Chem"">Leafly</a>",<class 'filter'>,Seven Hills,Flower,$45.00,3.5g,24.11%,843.85mg,0.053/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/99349/grassroots-garlic-cookies?recommended=false&fromMenu=true"">Garlic Cookies</a><br><a href=""https://www.leafly.com/search?q=Garlic Cookies"">Leafly</a>",<class 'filter'>,Grassroots,Flower,$80.00,7.0g,31.15%,2180.50mg,0.037/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/790067/supply-funky-pine?recommended=false&fromMenu=true"">Funky Pine</a><br><a href=""https://www.leafly.com/search?q=Funky Pine"">Leafly</a>",<class 'filter'>,Supply,Small Flower,$90.00,7.0g,32.94%,2305.80mg,0.039/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/918612/cresco-banana-og?recommended=false&fromMenu=true"">Banana OG</a><br><a href=""https://www.leafly.com/search?q=Banana OG"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,22.55%,789.25mg,0.070/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/1133503/penn-health-group-zkittzy-gorilla?recommended=false&fromMenu=true"">Zkittzy Gorilla</a><br><a href=""https://www.leafly.com/search?q=Zkittzy Gorilla"">Leafly</a>",<class 'filter'>,Penn Health Group,Smalls,$12.00,1.0g,21.33%,213.30mg,0.056/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/616756/maitri-genetics-sundae-float?recommended=false&fromMenu=true"">Sundae Float</a><br><a href=""https://www.leafly.com/search?q=Sundae Float"">Leafly</a>",<class 'filter'>,Maitri Genetics,Flower,$45.00,3.5g,18.22%,637.70mg,0.071/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/594600/supply-lime-sorbet?recommended=false&fromMenu=true"">Lime Sorbet</a><br><a href=""https://www.leafly.com/search?q=Lime Sorbet"">Leafly</a>",<class 'filter'>,Supply,Smalls,$89.88,7.0g,25.76%,1803.20mg,0.050/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/1004965/g-leaf-garlic-storm?recommended=false&fromMenu=true"">Garlic Storm</a><br><a href=""https://www.leafly.com/search?q=Garlic Storm"">Leafly</a>",<class 'filter'>,gLeaf,Flower,$60.00,3.5g,28.10%,983.50mg,0.061/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/664874/supply-sugar-plum-sunset?recommended=false&fromMenu=true"">Sugar Plum Sunset</a><br><a href=""https://www.leafly.com/search?q=Sugar Plum Sunset"">Leafly</a>",<class 'filter'>,Supply,Ground Flower,$50.00,7.0g,13.74%,961.80mg,0.052/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/587625/maitri-genetics-seven-stars?recommended=false&fromMenu=true"">Seven Stars</a><br><a href=""https://www.leafly.com/search?q=Seven Stars"">Leafly</a>",<class 'filter'>,Maitri Genetics,Flower,$55.00,3.5g,28.31%,990.85mg,0.056/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/729098/calypso-raspado?recommended=false&fromMenu=true"">Raspado</a><br><a href=""https://www.leafly.com/search?q=Raspado"">Leafly</a>",<class 'filter'>,Calypso,Flower,$40.00,3.5g,22.20%,777.00mg,0.051/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/972594/maitri-genetics-snt-2?recommended=false&fromMenu=true"">SNT #2</a><br><a href=""https://www.leafly.com/search?q=SNT #2"">Leafly</a>",<class 'filter'>,Maitri Genetics,Smalls,$90.00,7.0g,22.60%,1582.00mg,0.057/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/571458/supply-og-18?recommended=false&fromMenu=true"">OG #18</a><br><a href=""https://www.leafly.com/search?q=OG #18"">Leafly</a>",<class 'filter'>,Supply,Small Flower,$90.00,7.0g,26.92%,1884.40mg,0.048/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/1194007/cresco-chemex?recommended=false&fromMenu=true"">Chemex</a><br><a href=""https://www.leafly.com/search?q=Chemex"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,30.35%,1062.25mg,0.052/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/1009652/grassroots-silly-suzan?recommended=false&fromMenu=true"">Silly Suzan</a><br><a href=""https://www.leafly.com/search?q=Silly Suzan"">Leafly</a>",<class 'filter'>,Grassroots,Flower,$17.50,1.0g,22.21%,222.10mg,0.079/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/607085/kind-tree-half-pint?recommended=false&fromMenu=true"">Half Pint</a><br><a href=""https://www.leafly.com/search?q=Half Pint"">Leafly</a>",<class 'filter'>,Kind Tree,Flower,$45.00,3.5g,22.83%,799.05mg,0.056/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/1033566/float-gluelato?recommended=false&fromMenu=true"">Gluelato</a><br><a href=""https://www.leafly.com/search?q=Gluelato"">Leafly</a>",<class 'filter'>,Float,Flower,$50.00,3.5g,23.00%,805.00mg,0.062/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/594600/supply-lime-sorbet?recommended=false&fromMenu=true"">Lime Sorbet</a><br><a href=""https://www.leafly.com/search?q=Lime Sorbet"">Leafly</a>",<class 'filter'>,Supply,Smalls,$90.00,7.0g,25.87%,1810.90mg,0.050/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/382888/insa-ice-cream-bean?recommended=false&fromMenu=true"">Ice Cream Bean</a><br><a href=""https://www.leafly.com/search?q=Ice Cream Bean"">Leafly</a>",<class 'filter'>,INSA,Flower,$32.40,3.5g,18.93%,662.55mg,0.049/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/994355/float-jokerz-candy?recommended=false&fromMenu=true"">Jokerz Candy</a><br><a href=""https://www.leafly.com/search?q=Jokerz Candy"">Leafly</a>",<class 'filter'>,Float,Flower,$50.00,3.5g,20.10%,703.50mg,0.071/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/503742/cresco-kosher-tangie?recommended=false&fromMenu=true"">Kosher Tangie</a><br><a href=""https://www.leafly.com/search?q=Kosher Tangie"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,24.50%,857.50mg,0.064/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/252704/grassroots-yuck-mouth-1?recommended=false&fromMenu=true"">Yuck Mouth #1</a><br><a href=""https://www.leafly.com/search?q=Yuck Mouth #1"">Leafly</a>",<class 'filter'>,Grassroots,Flower,$48.00,3.5g,26.56%,929.60mg,0.052/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/1066706/moxie-summer-ale?recommended=false&fromMenu=true"">Summer Ale</a><br><a href=""https://www.leafly.com/search?q=Summer Ale"">Leafly</a>",<class 'filter'>,Moxie,Flower,$55.00,3.5g,24.43%,855.05mg,0.064/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/812376/grassroots-bubba-diagonal?recommended=false&fromMenu=true"">Bubba Diagonal</a><br><a href=""https://www.leafly.com/search?q=Bubba Diagonal"">Leafly</a>",<class 'filter'>,Grassroots,Premium,$95.00,7.0g,23.39%,1637.30mg,0.058/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/1183379/float-trainwreck?recommended=false&fromMenu=true"">Trainwreck </a><br><a href=""https://www.leafly.com/search?q=Trainwreck "">Leafly</a>",<class 'filter'>,Float,Flower,$45.00,3.5g,20.51%,717.85mg,0.063/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/803473/supply-glazed-enigma?recommended=false&fromMenu=true"">Glazed Enigma</a><br><a href=""https://www.leafly.com/search?q=Glazed Enigma"">Leafly</a>",<class 'filter'>,Supply,Small Flower,$90.00,7.0g,22.33%,1563.10mg,0.058/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/95711/prime-wellness-pt-stardawg-36?recommended=false&fromMenu=true"">PT Stardawg #36</a><br><a href=""https://www.leafly.com/search?q=PT Stardawg #36"">Leafly</a>",<class 'filter'>,Prime Wellness,Flower,$41.25,3.5g,25.45%,890.75mg,0.046/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/1033566/float-gluelato?recommended=false&fromMenu=true"">Gluelato</a><br><a href=""https://www.leafly.com/search?q=Gluelato"">Leafly</a>",<class 'filter'>,Float,Flower,$50.00,3.5g,25.10%,878.50mg,0.057/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/813377/calypso-alien-rift?recommended=false&fromMenu=true"">Alien Rift </a><br><a href=""https://www.leafly.com/search?q=Alien Rift "">Leafly</a>",<class 'filter'>,Calypso,Flower,$75.00,7.0g,19.90%,1393.00mg,0.054/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/748412/good-green-golden-goat?recommended=false&fromMenu=true"">Golden Goat</a><br><a href=""https://www.leafly.com/search?q=Golden Goat"">Leafly</a>",<class 'filter'>,Good Green,Smalls,$85.00,7.0g,24.22%,1695.40mg,0.050/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/956429/terrapin-star-killer?recommended=false&fromMenu=true"">Star Killer</a><br><a href=""https://www.leafly.com/search?q=Star Killer"">Leafly</a>",<class 'filter'>,Terrapin,Top Shelf,$37.00,3.5g,26.62%,931.70mg,0.040/mg
